,Question,Category,Source
7403,Kendrick Lamar just became the first hip-hop artist to win what prestigious prize?,-,hq_arch
7404,What material is NOT typically used to make shopping bags?,-,hq_arch
7405,Which of these is considered a percussion instrument?,-,hq_arch
7406,What phrase describes a student-athlete taking a break from playing to extend their eligibility?,-,hq_arch
7407,The constellation Cassiopeia is typically said to resemble what letter?,-,hq_arch
7408,Which of these boxing weight classes is the lightest?,-,hq_arch
7409,What common condition is technically described by the word borborygmus?,-,hq_arch
7410,Which of these states’ ZIP codes begin with the largest digit?,-,hq_arch
7411,Which comic book character is NOT from the same fictional universe as the other two?,-,hq_arch
7412,A museum in which city contains more works by Rodin than any other outside of Paris?,-,hq_arch
7413,"Used in countless films, the “Wilhelm Scream” sound effect was originally meant to sound like what?",-,hq_arch
7414,What writer once treated a dog bite by cauterizing the wound with a hot poker?,-,hq_arch
7415,Where does the bread go in a typical sandwich?,-,hq_arch
7416,Which of these is a nickname for a family-run store?,-,hq_arch
7417,"Nicknamed “A-Town,” what hip-hop mecca has produced OutKast, TI and Lil Jon?",-,hq_arch
7418,Which of these hand tools is typically used to apply “torque”?,-,hq_arch
7419,Which of these English words backwards spells a different word backwards?,-,hq_arch
7420,The volume of a sphere is best measured with which of these units?,-,hq_arch
7421,Which of these is a dog breed recognized bu the American Kennel Club?,-,hq_arch
7422,Which body of water lies between Great Britain and Ireland?,-,hq_arch
7423,"Held every Columbus Day weekend, “Super Dirt Week” is what kind of race?",-,hq_arch
7424,Which two presidents’ last names combine to form the name of an Oscar-nominated actor?,-,hq_arch
7425,What famous film composer what the first musical director of “Saturday Night Live”?,-,hq_arch
7426,Who authored what is considered the all-time best-selling book originally written in English?,-,hq_arch
7427,Which of these is typically found inside a chicken egg?,-,hq_arch
7428,"In a classic tongue twister, where is it that “she sells seashells”?",-,hq_arch
7429,Which of these types of bread is a French word?,-,hq_arch
7430,Which is NOT one of the three pieces of a three-piece suit?,-,hq_arch
7431,Which of these is known to chemists as a noble gas?,-,hq_arch
7432,Who wrote the children’s story “The Ugly Duckling”?,-,hq_arch
7433,Where do you most likely live is you work in the Knesset?,-,hq_arch
7434,Michael Jackson’s autobiography was edited by which president’s wife?,-,hq_arch
7435,What profession would be most likely to study the Mandebrot set?,-,hq_arch
7436,Which of these schools has produced three Super Bowl-winning starting quarterbacks?,-,hq_arch
7437,The flag of which nation resembles a mirror image of Cote d’Ivoire’s?,-,hq_arch
7438,In what Nobel Prize category have the fewest prizes been awarded?,-,hq_arch
7439,Cardiology is the scientific study of what?,-,hq_arch
7440,The monkey “Curious George” was known to spend time with a man wearing what?,-,hq_arch
7441,College football’s most prestigious award is named for which person?,-,hq_arch
7442,Which of these is one of the three branches of the US government?,-,hq_arch
7443,The word “panda” is thought to come from the official language of what country?,-,hq_arch
7444,Which of these structures is the tallest?,-,hq_arch
7445,What was the official name of the longtime default digital assistant in Microsoft Office?,-,hq_arch
7446,The name of the company behind the first video game console translates in English to what?,-,hq_arch
7447,Which of these rappers for their name from the Wu-Tang Name Generator?,-,hq_arch
7448,Which of these numbers is closest to the square root of one-half?,-,hq_arch
7449,Taylor Swift’s “Love Story” features a reference to what 19th-century author’s most famous work?,-,hq_arch
7450,The subject of what “Grease” song returned for the film’s 1982 sequel?,-,hq_arch
7451,Which of these classic games was co-created by a female programmer?,-,hq_arch
7452,A native speaker of Sammarinese is most likely to speak what other language?,-,hq_arch
7453,Which of these actresses has NOT had multiple movies reach No. 1 in the same calendar year?,-,hq_arch
7454,Which of these is one of the four cardinal directions on a compass?,-,hq_arch
7455,A popular card game involves telling your opponent to do what?,-,hq_arch
7456,"By area, which of these US states is biggest?",-,hq_arch
7457,Surviving the Titanic earned Molly Brown what nickname?,-,hq_arch
7458,Which of the following is NOT made from natural fibers?,-,hq_arch
7459,"In meteorology, okta units measure which of these things?",-,hq_arch
7460,Which US federal tax return is known as the “short” one?,-,hq_arch
7461,Which of these following countries sets speed limits in miles per hour?,-,hq_arch
7462,Which of these enlightenment philosophers also wrote a ridiculously steamy novel?,-,hq_arch
7463,A founder of Simon & Schuster is the parent of a famous what?,-,hq_arch
7464,Which of these entrepreneurs has the most followers on Instagram?,-,hq_arch
7465,Which of these singers has an eponymous album title?,-,hq_arch
7466,What playwright wrote “Macbeth”?,-,hq_arch
7467,What device is used to amplify sound?,-,hq_arch
7468,What sport usually has higher numbers in the final score than the other two?,-,hq_arch
7469,“The Landlord’s Game” by Elizabeth Magie evolved into what classic board game?,-,hq_arch
7470,What chemical element was observed on the Sun before it was discovered on Earth?,-,hq_arch
7471,Which Ivy League school is by fr the most recently founded?,-,hq_arch
7472,What is the literal translation of the pope’s Twitter handle?,-,hq_arch
7473,Which of these orders of insects has the largest number of species?,-,hq_arch
7474,What nation’s population lives mainly on islands locally known as “North Island” and “South Island”?,-,hq_arch
7475,What was noteworthy about the world depicted in Edwin Abbots’s classic novel “Flatland”?,-,hq_arch
7476,Which is the INCORRECT pairing of actress to “Golden Girl”?,-,hq_arch
7477,The only Super Bowl halftime show broadcast in 3D had what theme?,-,hq_arch
7478,What does a thermometer primarily measure?,-,hq_arch
7479,What common term means a prying or interfering person?,-,hq_arch
7480,The term “blog” is short for what?,-,hq_arch
7481,Which of these animals is a crustacean?,-,hq_arch
7482,An actor who speaks directly to the camera is said to be breaking what?,-,hq_arch
7483,What is the island containing Haiti and the Dominic Republic called?,-,hq_arch
7484,Which of these is an actual Nobel Prize category?,-,hq_arch
7485,What is the name of George RR Martin’s best selling fantasy series?,-,hq_arch
7486,"For the US 50 State Quarters Program, Ohio and North Carolina over the rights to what?",-,hq_arch
7487,"Including today, how many “Friday the 13ths” will occur during 2018?",-,hq_arch
7488,Which of these is a bone in the human body AND  a geometric form?,-,hq_arch
7489,Which of these mountain peaks does NOT get its name from a color?,-,hq_arch
7490,What does the small hand on a clock typically indicate?,-,hq_arch
7491,What are French fries usually made out of?,-,hq_arch
7492,Which of these is a common breed of cat?,-,hq_arch
7493,"In construction, steel rods that are used to reinforce concrete are called what?",-,hq_arch
7494,"By definition, where are people known as Turkmen from?",-,hq_arch
7495,Our solar system’s main asteroid belt lies between the orbits of which two planets?,-,hq_arch
7496,What is the name of the company behind the classic “Doom” and “Quake” computer games?,-,hq_arch
7497,Which of these US presidents was NEVER impeached?,-,hq_arch
7498,Dr. Charles Drew’s greatest contribution to medicine was in what area?,-,hq_arch
7499,Which of these animals is NOT known to have passed the mirror self-recognition test?,-,hq_arch
7500,Which is both a type of subatomic quark particle and a Motorola smartphone?,-,hq_arch
7501,The world’s largest living single-stem tree is named for a soldier who fought where?,-,hq_arch
7502,Question,-,hq_arch
7503,"In a popular saying, “a picture is worth a thousand” what?",-,hq_arch
7504,Which of these is one of the five standard human senses?,-,hq_arch
7505,A 2002 law requires US candidates to say which of these phrases in political ads?,-,hq_arch
7506,What is the proper name for a maker of barrels?,-,hq_arch
7507,Passing a soccer ball through an opponent’s legsis known as what?,-,hq_arch
7508,Which of these major cities is NOT a state capital?,-,hq_arch
7509,Rockstar Games has produced video games based on which film franchise?,-,hq_arch
7510,The first beta blocker was developed to treat what ailment?,-,hq_arch
7511,The reality show “Strange Love” starred a founding member of what hip-hop act?,-,hq_arch
7512,A bull terrier honored by the military after World War I later became what university’s mascot?,-,hq_arch
7513,Theo and Nora are the names of animals gifted to the pope for Christmas 2014?,-,hq_arch
7514,Which of these songs does NOT have the same melody as the other two?,-,hq_arch
7515,Question,-,hq_arch
7516,What do candles on a birthday cake traditionally represent?,-,hq_arch
7517,Which of these Georges was a US president?,-,hq_arch
7518,On what “day” at the gym would you focus on your quadriceps muscles?,-,hq_arch
7519,"When gorillas walk, they put pressure most directly on what part of the hand?",-,hq_arch
7520,The biggest lake in the US borders which of these states?,-,hq_arch
7521,What land animal holds the Guinness World Record for the largest mouth?,-,hq_arch
7522,Where is the largest sawgrass prairie in North America?,-,hq_arch
7523,Which of these scientists is credited as the first to give her subjects names instead of numbers?,-,hq_arch
7524,Which of these best describes the symbol for “NOT” in American Sign Language?,-,hq_arch
7525,"Measured by magnitude, the largest recorded earthquake in US history hit what city hardest?",-,hq_arch
7526,Which of these is NOT a word in the gene-editing acronym CRISPR?,-,hq_arch
7527,Koko the gorilla is famous for doing which of these things?,-,hq_arch
7528,"In the original “Rampage” arcade game, which monster’s face is NOT featured on the title screen?",-,hq_arch
7529,"According to ancient Rome’s iconic epic, what hero was hidden inside the Trojan Horse?",-,hq_arch
7530,Which of these synonyms for “big” traces its roots to the biggest country on Earth?,-,hq_arch
7531,Question,-,hq_arch
7532,Which of these is the name of an island in Hawaii,-,hq_arch
7533,"In a humorous saying for British nobility, the second-born child is known as the what?",-,hq_arch
7534,Which of these clothing items is specifically worn to handle cold weather?,-,hq_arch
7535,"Thanks to an old process for quick copying, architectural plans are traditionally what color?",-,hq_arch
7536,Which popular game uses a doubling cube?,-,hq_arch
7537,Which word is spelled the same way in the United States and the Untied Kingdom?,-,hq_arch
7538,"During World War I, what dog breed was widely renamed “liberty hound” in the US?",-,hq_arch
7539,Which of these is a required exam at Harry Potter’s Hogwarts school?,-,hq_arch
7540,The earliest known human writing occurred near what river?,-,hq_arch
7541,"In Dr. Suess’s “The Cat in the Hat Comes Back,” what is inside the Cat’s hat?",-,hq_arch
7542,Which pair of nations has units of currency with the same name?,-,hq_arch
7543,Which has NOT been the name of an Android operating system?,-,hq_arch
7544,Question,-,hq_arch
7545,Which of these is a common circus act?,-,hq_arch
7546,What character appears on stickers that warn children of poisons?,-,hq_arch
7547,What color is in the middle of most three-color traffic lights?,-,hq_arch
7548,What is the official language of Brazil?,-,hq_arch
7549,Which of the following pastas literally translates to “little ears”?,-,hq_arch
7550,What are the scientists on “The Muppet Show” named for?,-,hq_arch
7551,What shape are the faces of an octahedron?,-,hq_arch
7552,Which is NOT the name of a Marx Brother?,-,hq_arch
7553,"When put side by side, which two state postal abbreviations form a postal word?",-,hq_arch
7554,Which US state’s capital lies at the highest altitude?,-,hq_arch
7555,What did Mr. Potato Head give to C. Everett Koop at a 1980s press event?,-,hq_arch
7556,Which UK country has a NON-mythical national animal?,-,hq_arch
7557,Question,-,hq_arch
7558,White precipitation that falls from the sky is called what?,-,hq_arch
7559,"In anatomy, different parts of an organism are often separated by what?",-,hq_arch
7560,"In political elections, someone who is currently in office is known as what?",-,hq_arch
7561,"By definition, whole-body cryotherapy traditionally involves what?",-,hq_arch
7562,Which of these materials is most commonly used as a plant fertilizer?,-,hq_arch
7563,What word refers to 128 cubic feet of firewood?,-,hq_arch
7564,A late 19th-century essay introduced the concept of brunch as a way to address what?,-,hq_arch
7565,The world’s premier cheese-rolling festival features what kind of cheese?,-,hq_arch
7566,"When read as a Roman numeral, which president’s middle initial has a value of 1000?",-,hq_arch
7567,The Lil Wayne hit “6 Foot 7 Foot” samples a song prominently featured in which Tim Burton film?,-,hq_arch
7568,Which of these is a real title from the “Mr. Men” book series?,-,hq_arch
7569,Which of these bands did NOT play at the inaugural Coachella festival?,-,hq_arch
7570,Question,-,hq_arch
7571,What are pocket calculators traditionally used for?,-,hq_arch
7572,Which of the following is a US state?,-,hq_arch
7573,Which of these is designed to make easily erasable marks?,-,hq_arch
7574,"When in flight, what letter of the alphabet do geese most commonly form?",-,hq_arch
7575,Which of these is the name of a real chemical element?,-,hq_arch
7576,Who has NOT hosted an edition of the science miniseries “Cosmos”?,-,hq_arch
7577,What old-fashioned musical instrument shares its name with a Greek muse?,-,hq_arch
7578,Which profession would normally use a Bristol board?,-,hq_arch
7579,Which of these synonyms for “small amount” comes from a Japanese word?,-,hq_arch
7580,"When England had no monarch during the 17th century, the ruler held what title?",-,hq_arch
7581,Which of these Super Mario trademarks was featured in the 1983 game “Mario Bros.”?,-,hq_arch
7582,"In Canada’s national anthem, what word is used to describe Canadian hearts?",-,hq_arch
7583,Question,-,hq_arch
7584,Bonnie & Clyde were wanted by police for committing what crime?,-,hq_arch
7585,"In the Bible, Moses came down from Mount Sanai with tablets containing what?",-,hq_arch
7586,Which of these professionals is most likely to have ESP?,-,hq_arch
7587,What is the capital of Australia?,-,hq_arch
7588,A restaurant dish that is prepared when you order it is said to be cooked how?,-,hq_arch
7589,"When spelled out, what is the only number whose letters appear in alphabetical order?",-,hq_arch
7590,The titles of most Sherlock Holmes stories begin with what three words?,-,hq_arch
7591,"By definition, aleatoric music is considered to be what?",-,hq_arch
7592,Which of these iconic mountains sits at the southernmost latitude?,-,hq_arch
7593,A famous 1977 FBI sting to unmask KGB operatives had what curious name?,-,hq_arch
7594,Which singer does NOT have a star on the Hollywood Walk of Fame?,-,hq_arch
7595,Which of these classic novels has the longest first sentence?,-,hq_arch
7596,Question,-,hq_arch
7597,What is the main ingredient in sawdust?,-,hq_arch
7598,Which is a consequence of letting iron get wet?,-,hq_arch
7599,What state is home to the tallest mountain peak in the US?,-,hq_arch
7600,Newborn flamingos are typically what color?,-,hq_arch
7601,"Created in a 1970 contest, the universal recycling symbol depicts what?",-,hq_arch
7602,Which sport does NOT use an official who is officially referred to as a a “referee”?,-,hq_arch
7603,Where will you find the only Ivy League university names after the state it is in?,-,hq_arch
7604,Which of these terms is used to refer to one nautical mile per hour?,-,hq_arch
7605,Which of these is the name of an actual ceremonial county in England?,-,hq_arch
7606,“Sphenopalatine ganglioneuralgia” is the scientific term for what?,-,hq_arch
7607,"Alfred, Lord Tennyson’s “Charge of the Light Brigade” commemorates a battle in what conflict?",-,hq_arch
7608,The Beatles song “Glass Onion” does NOT refer to which earlier Beatles song?,-,hq_arch
7609,Question,-,hq_arch
7610,What is applied to unpopped corn to pop it?,-,hq_arch
7611,What advice would you likely get from an orthodontist?,-,hq_arch
7612,Which of these names also refers to specifically to a male duck?,-,hq_arch
7613,Which magazine is known for its annual ranking of the 400 wealthiest Americans?,-,hq_arch
7614,Which of the five main human senses primarily relies on papillae?,-,hq_arch
7615,Which US state has a capital city with an American Indian name?,-,hq_arch
7616,Which of these common food additives comes from the ocean?,-,hq_arch
7617,"To Londoners, the board game Americans know as “Clue” is known as what?",-,hq_arch
7618,Eggs Benedict made with crab meat instead of ham is commonly known as what?,-,hq_arch
7619,The name of the famous satellite “Sputnik” roughly translates to what?,-,hq_arch
7620,Ransom Riggs’s debut novel was adapted into a movie by what director?,-,hq_arch
7621,A son of Rutherford B. Hayes co-founded a company that invented what household item?,-,hq_arch
7622,Question,-,hq_arch
7623,"According to a famous saying, “a journey begins with a single” what?",-,hq_arch
7624,The chief judge of the US Supreme Court is called what?,-,hq_arch
7625,"Be definition, people who are somnambulists do what?",-,hq_arch
7626,player is said to get a “golden sombrero” for doing what?,-,hq_arch
7627,Which of these Ivy League schools is situated farthest north?,-,hq_arch
7628,Which of these European nations currently has a king?,-,hq_arch
7629,The voice of what “Toy Story” character also played the titular role in “Sully”?,-,hq_arch
7630,Which author’s breakout success was an essay about working at Macy’s?,-,hq_arch
7631,Which state’s most populated city has the most people?,-,hq_arch
7632,What NBA team’s owner once said “There’s no chance the iPhone is going to get any significant market share?,-,hq_arch
7633,What is the name of the figure considered to be a four-dimensional equivalent of a Mobius strip?,-,hq_arch
7634,Which of these candies was introduced first?,-,hq_arch
7635,Question,-,hq_arch
7636,Which of these are commonly worn to bed?,-,hq_arch
7637,Which of these is a common type of insect?,-,hq_arch
7638,What word is typically used to refer to a serving of ribs?,-,hq_arch
7639,How long is a term for a US senator?,-,hq_arch
7640,"What rapper starred in the movie that made “Bye, Felicia” a catchphrase?",-,hq_arch
7641,Which of these is NOT of the Benalux nations?,-,hq_arch
7642,Whose work would you be most likely to learn more about on genius.com?,-,hq_arch
7643,What ’70s sitcom had a theme song composed by Quincy Jones?,-,hq_arch
7644,"If an event is biennial, how many times will it happen in a decade?",-,hq_arch
7645,Who was NOT a model for Grant Wood’s painting American Gothic?,-,hq_arch
7646,Michael Douglas’s first Oscar was for a film set where?,-,hq_arch
7647,Which of these sports typically uses the heaviest ball?,-,hq_arch
7648,Question,-,hq_arch
7649,"Humorous clips and mishaps in radio, TV and movies are known as what?",-,hq_arch
7650,The Golden Globe Awards are put on by what association?,-,hq_arch
7651,"According to the cartoon’s theme song, what made Clifford the Big Red Dog so big?",-,hq_arch
7652,Which of these is a device designed to help measure the speed of wind?,-,hq_arch
7653,Which of these MLB teams is one of only two located in the Moutnain Time Zone,-,hq_arch
7654,"Before leaving office, what president’s staff removed dozens of W’s from White House keyboards?",-,hq_arch
7655,Which of these words is considered contronym?,-,hq_arch
7656,What curious shappe has NASA observed on the planet Saturn’s most northernmost point?,-,hq_arch
7657,Which of these movies did NOT win an Academy Award for best original song?,-,hq_arch
7658,"In the 1990s, a Texas county designated what as its official phone greeting?",-,hq_arch
7659,Which of these desserts gets its name from a very old term for “small sausage”?,-,hq_arch
7660,The Declaration of Independence was Not Signed by which of these people?,-,hq_arch
7661,Question,-,hq_arch
7662,Which of these is most often used to seal champagne bottles?,-,hq_arch
7663,Which of these is the highest rank in the U.S. Army?,-,hq_arch
7664,What fictional character is said to live in a pineapple under the sea?,-,hq_arch
7665,What Mexican dish’s name literally translates to “little donkey”?,-,hq_arch
7666,Which is NOT one of America’s “Four Corners” states?,-,hq_arch
7667,What effect refers to how a noise moving away from you has a lower pitch than when it moves toward you?,-,hq_arch
7668,Which of these places is credited as the birthplace of Oysters Rockefeller?,-,hq_arch
7669,The UEFA Champions League is an international competition among teams in what sport?,-,hq_arch
7670,Which of these cities is the capital of a Baltic state?,-,hq_arch
7671,"The back of which current US bank note depicts a building NOT found in Washington, DC?",-,hq_arch
7672,Which of these numerical prefixes indicates the biggest number?,-,hq_arch
7673,Which of these is a song in the only G-rated movie to win the Best Picture Oscar?,-,hq_arch
7674,Question,-,hq_arch
7675,Which of these is most commonly used to shield people from the rain?,-,hq_arch
7676,What body part is typically used to hitchhike?,-,hq_arch
7677,Who is credited with the discovery of penicillin?,-,hq_arch
7678,Which of these international foods is a kind of soup?,-,hq_arch
7679,Which of these classic card games is closest in format to Uno?,-,hq_arch
7680,Which of these is a real Beatrix Potter character?,-,hq_arch
7681,What movie saw Humphrey Bogart pursuing “the stuff that dreams are made of”?,-,hq_arch
7682,Which of these animal species is a rodent?,-,hq_arch
7683,What state’s commemorative quarter shows the completion of the Transcontinental Railroad?,-,hq_arch
7684,"By definition, a triangle that is neither obtuse nor acute must be what?",-,hq_arch
7685,Which hit song was recorded by the solo act with most No. 1 albums on the Billboard Hot 200?,-,hq_arch
7686,Which of these items would you find in the time capsule Nickelodeon famously buried in 1992?,-,hq_arch
7687,Question,-,hq_arch
7688,Ten of what coin ass up to a U.S. dollar?,-,hq_arch
7689,The chief executive of a U.S. state is typically known by what title?,-,hq_arch
7690,A terrapin is what kind of animal?,-,hq_arch
7691,"On sheet music, what does the time signature indicate?",-,hq_arch
7692,Which of these is an old-timey slang term for a run-down car?,-,hq_arch
7693,What is the name of Dennis the Menace’s dog in the comics?,-,hq_arch
7694,“The simplest answer is usually the correct one” according to what philosophical principle?,-,hq_arch
7695,Which of the three Godfather movies has the longest runtime?,-,hq_arch
7696,Which astronomer did NOT discover three famous laws of motion?,-,hq_arch
7697,Which of these literary works is classify as a heptalogy?,-,hq_arch
7698,The 1992 World Series is the most recent one to end on what play?,-,hq_arch
7699,Which is NOT one of the three cities South Africa uses as a capital?,-,hq_arch
7700,Question,-,hq_arch
7701,What playground activity typically requires two participants?,-,hq_arch
7702,Which of these road signs is usually eight-sided?,-,hq_arch
7703,Which of these Grand Slam tennis tournaments is played on grass?,-,hq_arch
7704,What is the only mythical creature in the Chinese zodiac?,-,hq_arch
7705,What is the largest metropolitan area that stretches across two continents?,-,hq_arch
7706,What is the last line in “Gone With the Wind”?,-,hq_arch
7707,Which of these is a common type of flask found in chemistry classrooms?,-,hq_arch
7708,Which of the contiguous 48 states reaches farthest north?,-,hq_arch
7709,What country does Lebanon bologna come from?,-,hq_arch
7710,"At the climax of Michael Jackson’s anthology film “Moowalker,” the singer turns into a giant what?",-,hq_arch
7711,Which of these words means the same thing as “zeugma”?,-,hq_arch
7712,John Lennon and Paul McCartney each composed a different song with what identical title?,-,hq_arch
7713,Question,-,hq_arch
7714,The phrase “hit the hay” generally means you are about to do what?,-,hq_arch
7715,The area where one practices Japanese martial arts is often called what?,-,hq_arch
7716,"On a map, Italy is often said to resemble what everyday item?",-,hq_arch
7717,Which of these is a common synonym for instructional?,-,hq_arch
7718,"Pink Floyd’s “Dark Side of the Moon,” most famously syncs with what movie?",-,hq_arch
7719,Henry David Thoreau’s “Walden” detailed his cabin life in which state?,-,hq_arch
7720,Which of these demonstrates heliotropism?,-,hq_arch
7721,Which of these video game consoles was released first?,-,hq_arch
7722,In 1982 U.S. regulators began allowing American trains to phase out what?,-,hq_arch
7723,Which of these two-dimensional shapes has the most sides?,-,hq_arch
7724,In which of the following musicals does the first Holy Roman Emperor appear?,-,hq_arch
7725,Which movie features an actor named Edgar Allan Poe playing a character named Edgar Allan Poe?,-,hq_arch
7726,Question,-,hq_arch
7727,Ignoring someone is also know as “giving them the cold” what?,-,hq_arch
7728,Which of these is a common type of truck?,-,hq_arch
7729,What day of the week is named for the moon?,-,hq_arch
7730,Las Vegas welcomes visitors with an iconic sign that declares the city is what?,-,hq_arch
7731,What ingredient is the difference between vanilla ice cream and French vanilla ice cream?,-,hq_arch
7732,Tenzing Norgay is credited as one of the first two men to reach what place?,-,hq_arch
7733,What company’s New York Stock Exchange symbol is simply its name in all capitals?,-,hq_arch
7734,What band gets its name from an autobiography by an itinerant Welsh poet?,-,hq_arch
7735,Project Star Gate was once a secret government program researching what?,-,hq_arch
7736,A 1939 Supreme Court decision ruled against workers taking part in what kind of strike?,-,hq_arch
7737,Which of these is NOT an ongoing award given to professional cartoonists?,-,hq_arch
7738,The title of the 1975 best-seller by Stephen King appears in the lyrics of what hip-hop hit?,-,hq_arch
7739,Question,-,hq_arch
7740,Snorkelers in the water are most likely to wear what in their feet?,-,hq_arch
7741,A classic Shakespeare play details the doomed love story between Romeo and who?,-,hq_arch
7742,The notion that “Anything that can go wrong will go wrong” is popularly known as what?,-,hq_arch
7743,What basketball term derives from a French phrase that circus acrobats used to shout?,-,hq_arch
7744,The holiday Passover commemorates events that took place in what ancient civilization?,-,hq_arch
7745,Which of thse figures is known for wearing a mackintosh?,-,hq_arch
7746,Which of these punctuation marks can be found in an interrobang?,-,hq_arch
7747,Which of these countries celebrates Easter with both an Easter Bunny and an Easter Bilby?,-,hq_arch
7748,The music of Rick Astley played a direct role in bringing down the leader of what country?,-,hq_arch
7749,Who owns the NFL record for consecutive playoff games with at least two touchdown passes?,-,hq_arch
7750,The capital city of which country sits at the southernmost latitude?,-,hq_arch
7751,"According to an infamous ’80s hoax, April Fools’ Day was created by a Roman court jester named what?",-,hq_arch
7752,Question,-,hq_arch
7753,"On Broadway, a “triple threat” is a person who sings, dances and what?",-,hq_arch
7754,Abraham Lincoln is known for wearing what kind of headgear?,-,hq_arch
7755,Which of these foods is NOT a type of onion?,-,hq_arch
7756,Which of these jobs requires a training and testing period that takes about 34 months?,-,hq_arch
7757,What Oscar-winning Biblical classic features a legendary cariot racing scene with thousands of extras?,-,hq_arch
7758,What is the correct spelling of the bear family that has starred in hundreds of popular kids’ books?,-,hq_arch
7759,The song used in the viral Mannequin Challenge meme features a solo by what rapper?,-,hq_arch
7760,What kind of number is the decimal expansion of 1/7?,-,hq_arch
7761,Birders use what four-letter word to refer to hard-to-classify birds?,-,hq_arch
7762,Which U.S. state’s capital city is home to an NHL team?,-,hq_arch
7763,Mozart’s “The Marriage of Figaro” continues the story of what other opera?,-,hq_arch
7764,Who was the last elected U.S. president to NOT hold office as either a Democrat or Republican?,-,hq_arch
7765,Question,-,hq_arch
7766,TGIF most commonly stands for “Thank God It’s” what?,-,hq_arch
7767,In which of these places were rulers known as pharaohs?,-,hq_arch
7768,"In astronomical terms, what is the opposite of a full moon?",-,hq_arch
7769,In which of these sports can a player NOT get a strike?,-,hq_arch
7770,Which of these U.S. states is known for its panhandle?,-,hq_arch
7771,What is the name of the scientific process that turns sugars into alcohol?,-,hq_arch
7772,Which of these is both a city in Morocco AND a common style of hat?,-,hq_arch
7773,The guitarist in the E Street Band starred in which television show?,-,hq_arch
7774,"In the U.S., which of these job uniforms is illegal to wear if you do not have that job?",-,hq_arch
7775,"In 18th-century London, people mocked the first public user of which of these accessories?",-,hq_arch
7776,The co-creator of the first baby monitor was recruited after his design of what?,-,hq_arch
7777,Painter Margaret Keane’s work directly inspired which cartoon series?,-,hq_arch
7778,Question,-,hq_arch
7779,"In the famous Franklin D. Roosevelt quote, “the only thing we have to fear” is what?",-,hq_arch
7780,What do kids usually complete before entering first grade?,-,hq_arch
7781,The Cy Young Award is given each year to Major League Baseball’s best what?,-,hq_arch
7782,"When it comes to mail, what does the Z in “ZIP Code” stand for?",-,hq_arch
7783,Which of these phrases is slang for a bad thing?,-,hq_arch
7784,"Thanks to the time it took to make, what movie was almost called “12 Years”?",-,hq_arch
7785,The Latin phrase “tempus fugit” literally translates to what?,-,hq_arch
7786,Which U.S. president’s middle name is Gamaliel?,-,hq_arch
7787,"Sleeping through winter is hibernation, but sleeping through summer is called what?",-,hq_arch
7788,Which of these states borders the Hawkeye State?,-,hq_arch
7789,What dog breed was named for a region in Germany and Poland?,-,hq_arch
7790,Adam Sandler did NOT receive a Kids Choice Award for his work in which movie?,-,hq_arch
7791,Question,-,hq_arch
7792,"According to the old song “Row, Row, Row Your Boat,” life is but a what?",-,hq_arch
7793,"By definition, a person who cuts hair is often referred to as what?",-,hq_arch
7794,Which of these music genres peaked in popularity during the 1970s?,-,hq_arch
7795,Which of these animals provides a key ingredient in traditional mayonnaise?,-,hq_arch
7796,"In professional wrestling, bad guys are called “heels” and good guys are known as what?",-,hq_arch
7797,Which of these cat breeds gets its name from an island in Asia?,-,hq_arch
7798,Who made the gmaing console that indicated a breakdown with the “red ring of death?”,-,hq_arch
7799,The director of “Mad Max: Fury Road” also directed which of these movies?,-,hq_arch
7800,Which of these people is NOT an inductee to the Internet Hall of Fame?,-,hq_arch
7801,The U.S. founding father famous for his experiments with electricity was born in what city?,-,hq_arch
7802,"According to Guinness World Records, the hit single containing the most words was recorded by what artist?",-,hq_arch
7803,The Smart Car started as a collaboration between a car company and what?,-,hq_arch
7804,Question,-,hq_arch
7805,What kind of salad normall contains the most lettuce?,-,hq_arch
7806,Militia soldiers in the American Revolutionary War were commonly called what?,-,hq_arch
7807,"In the NCAA Basketball Tournament, the last four teams alive are known as the what?",-,hq_arch
7808,What pedal is usually missing from a car with automatic transmission,-,hq_arch
7809,Which famous character does NOT grow larger by interacting with a mushroom?,-,hq_arch
7810,What was “Weird Al” Yankovic’s birth name?,-,hq_arch
7811,“Betteridge’s Law” is a famous observation about what?,-,hq_arch
7812,Who directed the motion picture credited as the first to show a flushing toilet?,-,hq_arch
7813,What type of medical treatment gets its name from the Latin for “I shall please”?,-,hq_arch
7814,"In the heyday of the Mutoscope, where would you have been most likely to find one?",-,hq_arch
7815,What African nation gets its name from the Arabic for “The Islands”?,-,hq_arch
7816,Which of these is NOT a kind of apple?,-,hq_arch
7817,Question,-,hq_arch
7818,What festive term also describes a hidden feature in a video game?,-,hq_arch
7819,"In the Spielberg film “E.T.”, what does E.T. stand for?",-,hq_arch
7820,What classic ’80s TV character was an alien from the planet Melmac?,-,hq_arch
7821,Which of these is NOT an example of a redundant acronym?,-,hq_arch
7822,Which of these stars famously performed at the Berlin Wall before it began to fall?,-,hq_arch
7823,"In the Eurythmics’ debut hit video, what color was the lead singer’s hair?",-,hq_arch
7824,"In the book “Ready Player One,” the hero’s spacecraft is named after the author of what novel?",-,hq_arch
7825,"Closely tied to “perestroika,” what does the Russian word “glasnost” mean?",-,hq_arch
7826,Which of these songs does NOT feature an elaborate synthesizer solo?,-,hq_arch
